Entity,Code,Year,Renewables (% equivalent primary energy)
CIS (EI),,2005,6.8310075
CIS (EI),,2006,6.4987564
CIS (EI),,2007,6.5304437
CIS (EI),,2008,5.9292707
CIS (EI),,2009,6.469843
CIS (EI),,2010,6.1411705
CIS (EI),,2011,5.7387085
CIS (EI),,2012,5.639156
CIS (EI),,2013,6.1313176
CIS (EI),,2014,5.829156
CIS (EI),,2015,5.7914243
CIS (EI),,2016,6.1782646
CIS (EI),,2017,6.193384
CIS (EI),,2018,6.0285683
CIS (EI),,2019,6.1755776
CIS (EI),,2020,6.8003306
CIS (EI),,2021,6.3985915
CIS (EI),,2022,6.4257436
Canada,CAN,1965,25.138649
Canada,CAN,1966,26.194746
Canada,CAN,1967,25.610426
Canada,CAN,1968,24.47401
Canada,CAN,1969,25.521269
Canada,CAN,1970,25.025076
Canada,CAN,1971,24.927824
Canada,CAN,1972,25.893644
Canada,CAN,1973,25.552883
Canada,CAN,1974,26.811583
Canada,CAN,1975,26.15631
Canada,CAN,1976,26.332035
Canada,CAN,1977,25.808472
Canada,CAN,1978,27.058771
Canada,CAN,1979,27.29702
Canada,CAN,1980,27.539682
Canada,CAN,1981,29.403925
Canada,CAN,1982,29.416243
Canada,CAN,1983,30.49923
Canada,CAN,1984,30.855843
Canada,CAN,1985,31.611633
Canada,CAN,1986,32.04593
Canada,CAN,1987,31.649542
Canada,CAN,1988,29.61134
Canada,CAN,1989,27.817396
Canada,CAN,1990,29.480997
Canada,CAN,1991,30.499428
Canada,CAN,1992,30.51211
Canada,CAN,1993,30.450893
Canada,CAN,1994,29.927301
Canada,CAN,1995,29.888117
Canada,CAN,1996,30.879307
Canada,CAN,1997,30.284904
Canada,CAN,1998,29.307375
Canada,CAN,1999,29.588795
Canada,CAN,2000,29.767815
Canada,CAN,2001,28.20141
Canada,CAN,2002,28.546556
Canada,CAN,2003,27.180016
Canada,CAN,2004,26.827923
Canada,CAN,2005,28.265472
Canada,CAN,2006,27.618176
Canada,CAN,2007,27.695152
Canada,CAN,2008,28.591097
Canada,CAN,2009,29.210728
Canada,CAN,2010,27.808294
Canada,CAN,2011,28.648472
Canada,CAN,2012,29.00381
Canada,CAN,2013,28.980621
Canada,CAN,2014,28.198492
Canada,CAN,2015,28.814518
Canada,CAN,2016,29.69933
Canada,CAN,2017,29.773268
Canada,CAN,2018,28.891912
Canada,CAN,2019,28.665491
Canada,CAN,2020,30.835331
Canada,CAN,2021,30.239046
Canada,CAN,2022,30.622011
Central America (EI),,1971,12.738326
Central America (EI),,1972,12.906006
Central America (EI),,1973,12.411807
Central America (EI),,1974,13.088926
Central America (EI),,1975,11.855992
Central America (EI),,1976,13.12191
Central America (EI),,1977,12.341241
Central America (EI),,1978,15.349611
Central America (EI),,1979,17.265028
Central America (EI),,1980,20.214928
Central America (EI),,1981,22.399574
Central America (EI),,1982,22.183714
Central America (EI),,1983,23.578016
Central America (EI),,1984,25.592047
Central America (EI),,1985,26.786247
Central America (EI),,1986,29.564842
Central America (EI),,1987,28.886547
Central America (EI),,1988,30.695482
Central America (EI),,1989,31.725052
Central America (EI),,1990,32.043663
Central America (EI),,1991,29.83178
Central America (EI),,1992,27.12252
Central America (EI),,1993,27.521982
Central America (EI),,1994,25.153784
Central America (EI),,1995,23.175493
Central America (EI),,1996,25.864536
Central America (EI),,1997,24.05491
Central America (EI),,1998,21.420517
Central America (EI),,1999,24.960342
Central America (EI),,2000,25.19565
Central America (EI),,2001,22.391533
Central America (EI),,2002,23.148567
Central America (EI),,2003,23.086876
Central America (EI),,2004,23.528975
Central America (EI),,2005,24.867643
Central America (EI),,2006,24.72052
Central America (EI),,2007,24.016212
Central America (EI),,2008,25.383736
Central America (EI),,2009,25.172552
Central America (EI),,2010,27.07466
Central America (EI),,2011,26.260498
Central America (EI),,2012,27.398693
Central America (EI),,2013,27.10423
Central America (EI),,2014,27.040085
Central America (EI),,2015,26.572906
Central America (EI),,2016,26.782984
Central America (EI),,2017,28.651493
Central America (EI),,2018,29.42906
Central America (EI),,2019,25.500643
Central America (EI),,2020,30.92361
Central America (EI),,2021,29.999203
Central America (EI),,2022,29.417244
Chile,CHL,1965,16.141762
Chile,CHL,1966,15.867013
Chile,CHL,1967,15.8887
Chile,CHL,1968,13.367759
Chile,CHL,1969,13.999327
Chile,CHL,1970,14.19122
Chile,CHL,1971,14.860414
Chile,CHL,1972,17.308092
Chile,CHL,1973,17.450201
Chile,CHL,1974,19.770317
Chile,CHL,1975,21.942268
Chile,CHL,1976,21.900364
Chile,CHL,1977,22.105398
Chile,CHL,1978,22.151817
Chile,CHL,1979,21.552887
Chile,CHL,1980,22.069942
Chile,CHL,1981,22.72726
Chile,CHL,1982,26.627869
Chile,CHL,1983,27.825817
Chile,CHL,1984,27.770302
Chile,CHL,1985,30.351582
Chile,CHL,1986,31.423769
Chile,CHL,1987,32.36392
Chile,CHL,1988,28.551182
Chile,CHL,1989,21.783056
Chile,CHL,1990,18.957916
Chile,CHL,1991,24.08466
Chile,CHL,1992,28.355387
Chile,CHL,1993,27.529266
Chile,CHL,1994,25.954521
Chile,CHL,1995,26.028479
Chile,CHL,1996,22.5519
Chile,CHL,1997,21.909548
Chile,CHL,1998,18.059258
Chile,CHL,1999,15.275814
Chile,CHL,2000,19.783125
Chile,CHL,2001,22.047363
Chile,CHL,2002,22.87545
Chile,CHL,2003,22.010805
Chile,CHL,2004,19.43779
Chile,CHL,2005,22.099463
Chile,CHL,2006,22.957874
Chile,CHL,2007,19.440195
Chile,CHL,2008,21.59478
Chile,CHL,2009,22.96064
Chile,CHL,2010,19.835663
Chile,CHL,2011,18.481121
Chile,CHL,2012,18.747072
Chile,CHL,2013,18.79665
Chile,CHL,2014,20.39204
Chile,CHL,2015,21.905157
Chile,CHL,2016,20.180143
Chile,CHL,2017,22.318325
Chile,CHL,2018,24.333767
Chile,CHL,2019,23.463417
Chile,CHL,2020,25.859335
Chile,CHL,2021,24.355661
Chile,CHL,2022,28.114304
China,CHN,1965,4.253407
China,CHN,1966,3.9831228
China,CHN,1967,3.818398
China,CHN,1968,4.458871
China,CHN,1969,3.7274022
China,CHN,1970,3.0095923
China,CHN,1971,3.0704048
China,CHN,1972,3.227597
China,CHN,1973,3.417015
China,CHN,1974,3.7493546
China,CHN,1975,3.503824
China,CHN,1976,3.3725686
China,CHN,1977,3.2287142
China,CHN,1978,2.7594638
China,CHN,1979,3.008899
China,CHN,1980,3.566198
China,CHN,1981,4.066497
China,CHN,1982,4.4212723
China,CHN,1983,4.8234906
China,CHN,1984,4.515455
China,CHN,1985,4.441829
China,CHN,1986,4.3385277
China,CHN,1987,4.2555475
China,CHN,1988,4.3230724
China,CHN,1989,4.4680266
China,CHN,1990,4.723668
China,CHN,1991,4.4247785
China,CHN,1992,4.4127026
China,CHN,1993,4.75786
China,CHN,1994,4.952474
China,CHN,1995,5.5538197
China,CHN,1996,5.1431327
China,CHN,1997,5.361735
China,CHN,1998,5.4277787
China,CHN,1999,5.1882854
China,CHN,2000,5.656926
China,CHN,2001,6.6186247
China,CHN,2002,6.2804885
China,CHN,2003,5.30111
China,CHN,2004,5.60094
China,CHN,2005,5.5544806
China,CHN,2006,5.5779824
China,CHN,2007,5.718535
China,CHN,2008,7.2686663
China,CHN,2009,6.9355316
China,CHN,2010,7.6156235
China,CHN,2011,7.083536
China,CHN,2012,8.521587
China,CHN,2013,8.958172
China,CHN,2014,10.228592
China,CHN,2015,10.832989
China,CHN,2016,11.726429
China,CHN,2017,12.291986
China,CHN,2018,12.861612
China,CHN,2019,13.439247
China,CHN,2020,14.062172
China,CHN,2021,14.886463
China,CHN,2022,16.01911
Colombia,COL,1965,10.729045
Colombia,COL,1966,10.590929
Colombia,COL,1967,11.202192
Colombia,COL,1968,12.023638
Colombia,COL,1969,13.203888
Colombia,COL,1970,13.413398
Colombia,COL,1971,14.3879595
Colombia,COL,1972,13.823888
Colombia,COL,1973,15.555398
Colombia,COL,1974,15.7888975
Colombia,COL,1975,18.878565
Colombia,COL,1976,19.034077
Colombia,COL,1977,18.79995
Colombia,COL,1978,20.633047
Colombia,COL,1979,21.762644
Colombia,COL,1980,22.777384
Colombia,COL,1981,22.155632
Colombia,COL,1982,23.009438
Colombia,COL,1983,22.032003
Colombia,COL,1984,24.247952
Colombia,COL,1985,25.23612
Colombia,COL,1986,27.80027
Colombia,COL,1987,27.698511
Colombia,COL,1988,29.223629
Colombia,COL,1989,30.273563
Colombia,COL,1990,32.54881
Colombia,COL,1991,31.96542
Colombia,COL,1992,24.941273
Colombia,COL,1993,28.616268
Colombia,COL,1994,30.40986
Colombia,COL,1995,29.690346
Colombia,COL,1996,31.470236
Colombia,COL,1997,27.651566
Colombia,COL,1998,26.757204
Colombia,COL,1999,31.315977
Colombia,COL,2000,29.508314
Colombia,COL,2001,29.830153
Colombia,COL,2002,31.78181
Colombia,COL,2003,32.990623
Colombia,COL,2004,33.021286
Colombia,COL,2005,34.17347
Colombia,COL,2006,32.25097
Colombia,COL,2007,32.76647
Colombia,COL,2008,32.606388
Colombia,COL,2009,29.99507
Colombia,COL,2010,28.606323
Colombia,COL,2011,32.644135
Colombia,COL,2012,30.217394
Colombia,COL,2013,27.414104
Colombia,COL,2014,26.4035
Colombia,COL,2015,27.78511
Colombia,COL,2016,25.639427
Colombia,COL,2017,30.291828
Colombia,COL,2018,29.727283
Colombia,COL,2019,28.663414
Colombia,COL,2020,29.010368
Colombia,COL,2021,31.01171
Colombia,COL,2022,30.853983
Croatia,HRV,1990,11.523735
Croatia,HRV,1991,19.537254
Croatia,HRV,1992,15.994586
Croatia,HRV,1993,16.087374
Croatia,HRV,1994,18.960016
Croatia,HRV,1995,19.160814
Croatia,HRV,1996,24.701183
Croatia,HRV,1997,18.543142
Croatia,HRV,1998,18.063107
Croatia,HRV,1999,21.245943
Croatia,HRV,2000,19.766321
Croatia,HRV,2001,20.779488
Croatia,HRV,2002,16.806644
Croatia,HRV,2003,14.887468
Croatia,HRV,2004,19.898252
Croatia,HRV,2005,18.501064
Croatia,HRV,2006,17.52409
Croatia,HRV,2007,12.393234
Croatia,HRV,2008,15.262363
Croatia,HRV,2009,19.716614
Croatia,HRV,2010,23.851255
Croatia,HRV,2011,15.510488
Croatia,HRV,2012,16.895237
Croatia,HRV,2013,26.756195
Croatia,HRV,2014,28.475935
Croatia,HRV,2015,22.67194
Croatia,HRV,2016,23.881334
Croatia,HRV,2017,20.280275
Croatia,HRV,2018,27.056107
Croatia,HRV,2019,24.222437
Croatia,HRV,2020,26.004786
Croatia,HRV,2021,29.736883
Croatia,HRV,2022,26.92303
Czechia,CZE,1965,1.4077874
Czechia,CZE,1966,1.3170925
Czechia,CZE,1967,1.2057945
Czechia,CZE,1968,0.89475876
Czechia,CZE,1969,0.7005399
Czechia,CZE,1970,0.9598853
Czechia,CZE,1971,0.64512116
Czechia,CZE,1972,0.6712159
Czechia,CZE,1973,0.57063675
Czechia,CZE,1974,0.9500237
Czechia,CZE,1975,0.91022944
Czechia,CZE,1976,0.7058947
Czechia,CZE,1977,0.9296591
Czechia,CZE,1978,0.8529741
Czechia,CZE,1979,1.0576006
Czechia,CZE,1980,1.1426239
Czechia,CZE,1981,0.9889818
Czechia,CZE,1982,0.8108596
Czechia,CZE,1983,0.80229473
Czechia,CZE,1984,0.6089416
Czechia,CZE,1985,0.782431
Czechia,CZE,1986,0.8687311
Czechia,CZE,1987,1.1157937
Czechia,CZE,1988,0.94598264
Czechia,CZE,1989,0.7638888
Czechia,CZE,1990,0.6279108
Czechia,CZE,1991,0.6470877
Czechia,CZE,1992,0.86247593
Czechia,CZE,1993,0.9614583
Czechia,CZE,1994,1.1625127
Czechia,CZE,1995,1.5213261
Czechia,CZE,1996,1.393759
Czechia,CZE,1997,1.446235
Czechia,CZE,1998,1.3689234
Czechia,CZE,1999,1.7020341
Czechia,CZE,2000,1.5951673
Czechia,CZE,2001,1.6955769
Czechia,CZE,2002,1.9760944
Czechia,CZE,2003,1.2228435
Czechia,CZE,2004,1.6074102
Czechia,CZE,2005,1.778649
Czechia,CZE,2006,1.9904531
Czechia,CZE,2007,1.9663903
Czechia,CZE,2008,2.3974464
Czechia,CZE,2009,3.2484796
Czechia,CZE,2010,3.8938859
Czechia,CZE,2011,4.9096026
Czechia,CZE,2012,5.3718815
Czechia,CZE,2013,6.2181935
Czechia,CZE,2014,6.4159274
Czechia,CZE,2015,6.6329427
Czechia,CZE,2016,6.7004147
Czechia,CZE,2017,6.4998507
Czechia,CZE,2018,6.3603163
Czechia,CZE,2019,6.94284
Czechia,CZE,2020,7.752201
Czechia,CZE,2021,7.4795446
Czechia,CZE,2022,7.424739
Denmark,DNK,1983,0.14966652
Denmark,DNK,1984,0.15148832
Denmark,DNK,1985,0.16285837
Denmark,DNK,1986,0.27791974
Denmark,DNK,1987,0.37065881
Denmark,DNK,1988,0.5722486
Denmark,DNK,1989,0.88691425
Denmark,DNK,1990,1.2664864
Denmark,DNK,1991,1.4587733
Denmark,DNK,1992,2.0408638
Denmark,DNK,1993,2.3619852
Denmark,DNK,1994,2.1321414
Denmark,DNK,1995,2.3133218
Denmark,DNK,1996,2.187726
Denmark,DNK,1997,3.3808842
Denmark,DNK,1998,4.675769
Denmark,DNK,1999,5.389067
Denmark,DNK,2000,7.0956717
Denmark,DNK,2001,7.4025145
Denmark,DNK,2002,8.58695
Denmark,DNK,2003,9.462797
Denmark,DNK,2004,11.729119
Denmark,DNK,2005,12.804132
Denmark,DNK,2006,10.851151
Denmark,DNK,2007,12.715507
Denmark,DNK,2008,13.080417
Denmark,DNK,2009,13.767348
Denmark,DNK,2010,16.116894
Denmark,DNK,2011,19.853529
Denmark,DNK,2012,22.671543
Denmark,DNK,2013,23.113413
Denmark,DNK,2014,26.705221
Denmark,DNK,2015,28.598318
Denmark,DNK,2016,27.45463
Denmark,DNK,2017,32.161762
Denmark,DNK,2018,30.937922
Denmark,DNK,2019,34.80717
Denmark,DNK,2020,39.665318
Denmark,DNK,2021,40.553944
Denmark,DNK,2022,43.043022
Eastern Africa (EI),,1966,17.767115
Eastern Africa (EI),,1967,16.73884
Eastern Africa (EI),,1968,16.596855
Eastern Africa (EI),,1969,16.98054
Eastern Africa (EI),,1970,21.639565
Eastern Africa (EI),,1971,17.136583
Eastern Africa (EI),,1972,20.19839
Eastern Africa (EI),,1973,19.723507
Eastern Africa (EI),,1974,23.92785
Eastern Africa (EI),,1975,25.932037
Eastern Africa (EI),,1976,26.4453
Eastern Africa (EI),,1977,29.769928
Eastern Africa (EI),,1978,29.150427
Eastern Africa (EI),,1979,30.724266
Eastern Africa (EI),,1980,28.209288
Eastern Africa (EI),,1981,29.862686
Eastern Africa (EI),,1982,31.613985
Eastern Africa (EI),,1983,30.277752
Eastern Africa (EI),,1984,30.152336
Eastern Africa (EI),,1985,29.914665
Eastern Africa (EI),,1986,28.770443
Eastern Africa (EI),,1987,25.219223
Eastern Africa (EI),,1988,26.159494
Eastern Africa (EI),,1989,25.454483
Eastern Africa (EI),,1990,26.873281
Eastern Africa (EI),,1991,28.524992
Eastern Africa (EI),,1992,26.281708
Eastern Africa (EI),,1993,25.463163
Eastern Africa (EI),,1994,25.554049
Eastern Africa (EI),,1995,25.680614
Eastern Africa (EI),,1996,25.955864
Eastern Africa (EI),,1997,25.68398
Eastern Africa (EI),,1998,30.737486
Eastern Africa (EI),,1999,31.55365
Eastern Africa (EI),,2000,33.819275
Eastern Africa (EI),,2001,34.885307
Eastern Africa (EI),,2002,36.962135
Eastern Africa (EI),,2003,37.175285
Eastern Africa (EI),,2004,35.427166
Eastern Africa (EI),,2005,34.705536
Eastern Africa (EI),,2006,35.13762
Eastern Africa (EI),,2007,35.922768
Eastern Africa (EI),,2008,35.676514
Eastern Africa (EI),,2009,35.18825
Eastern Africa (EI),,2010,36.165527
Eastern Africa (EI),,2011,35.604996
Eastern Africa (EI),,2012,35.436646
Eastern Africa (EI),,2013,34.717594
Eastern Africa (EI),,2014,34.15295
Eastern Africa (EI),,2015,33.16969
Eastern Africa (EI),,2016,31.991169
Eastern Africa (EI),,2017,31.054905
Eastern Africa (EI),,2018,31.32275
Eastern Africa (EI),,2019,31.753387
Eastern Africa (EI),,2020,34.623672
Eastern Africa (EI),,2021,33.924118
Eastern Africa (EI),,2022,34.049026
Ecuador,ECU,1990,18.208447
Ecuador,ECU,1991,16.781822
Ecuador,ECU,1992,16.528347
Ecuador,ECU,1993,18.627613
Ecuador,ECU,1994,19.351004
Ecuador,ECU,1995,16.093632
Ecuador,ECU,1996,17.381893
Ecuador,ECU,1997,16.071615
Ecuador,ECU,1998,15.920069
Ecuador,ECU,1999,19.251896
Ecuador,ECU,2000,21.61393
Ecuador,ECU,2001,19.692354
Ecuador,ECU,2002,21.095179
Ecuador,ECU,2003,19.533443
Ecuador,ECU,2004,18.734915
Ecuador,ECU,2005,16.596605
Ecuador,ECU,2006,16.251612
Ecuador,ECU,2007,19.557274
Ecuador,ECU,2008,22.617527
Ecuador,ECU,2009,18.929247
Ecuador,ECU,2010,15.955793
Ecuador,ECU,2011,19.212603
Ecuador,ECU,2012,19.8579
Ecuador,ECU,2013,17.394707
Ecuador,ECU,2014,17.304941
Ecuador,ECU,2015,19.689713
Ecuador,ECU,2016,23.698437
Ecuador,ECU,2017,28.488995
Ecuador,ECU,2018,27.486797
Ecuador,ECU,2019,31.76705
Ecuador,ECU,2020,36.084644
Ecuador,ECU,2021,32.358585
Ecuador,ECU,2022,30.134436
Egypt,EGY,1965,5.587894
Egypt,EGY,1966,5.5950437
Egypt,EGY,1967,7.041625
Egypt,EGY,1968,9.956792
Egypt,EGY,1969,16.08243
Egypt,EGY,1970,15.164636
Egypt,EGY,1971,15.877998
Egypt,EGY,1972,14.63569
Egypt,EGY,1973,15.458054
Egypt,EGY,1974,16.143082
Egypt,EGY,1975,16.16058
Egypt,EGY,1976,15.923643
Egypt,EGY,1977,16.571007
Egypt,EGY,1978,17.237104
Egypt,EGY,1979,15.267534
Egypt,EGY,1980,13.69403
Egypt,EGY,1981,12.52634
Egypt,EGY,1982,11.533038
Egypt,EGY,1983,9.980415
Egypt,EGY,1984,8.979603
Egypt,EGY,1985,8.225813
Egypt,EGY,1986,7.8884335
Egypt,EGY,1987,7.4370356
Egypt,EGY,1988,7.214404
Egypt,EGY,1989,7.3539524
Egypt,EGY,1990,7.5208664
Egypt,EGY,1991,7.3963394
Egypt,EGY,1992,7.3806868
Egypt,EGY,1993,7.595429
Egypt,EGY,1994,7.6767826
Egypt,EGY,1995,7.558946
Egypt,EGY,1996,7.3617535
Egypt,EGY,1997,7.2438493
Egypt,EGY,1998,7.1541777
Egypt,EGY,1999,7.409151
Egypt,EGY,2000,7.416067
Egypt,EGY,2001,7.225908
Egypt,EGY,2002,6.795775
Egypt,EGY,2003,5.9376993
Egypt,EGY,2004,5.6346426
Egypt,EGY,2005,5.385707
Egypt,EGY,2006,5.1723156
Egypt,EGY,2007,5.363156
Egypt,EGY,2008,5.4142365
Egypt,EGY,2009,4.8005958
Egypt,EGY,2010,4.4617195
Egypt,EGY,2011,4.3315444
Egypt,EGY,2012,4.18029
Egypt,EGY,2013,4.177184
Egypt,EGY,2014,4.1816525
Egypt,EGY,2015,4.328854
Egypt,EGY,2016,4.131468
Egypt,EGY,2017,3.8699899
Egypt,EGY,2018,4.0817986
Egypt,EGY,2019,5.169897
Egypt,EGY,2020,6.564383
Egypt,EGY,2021,6.1472235
Egypt,EGY,2022,5.651781
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0.030809937
Estonia,EST,1996,0.02417878
Estonia,EST,1997,0.03927203
Estonia,EST,1998,0.06567057
Estonia,EST,1999,0.09923625
Estonia,EST,2000,0.34306446
Estonia,EST,2001,0.1589969
Estonia,EST,2002,0.1850875
Estonia,EST,2003,0.21935792
Estonia,EST,2004,0.28923833
Estonia,EST,2005,0.5010246
Estonia,EST,2006,0.6115338
Estonia,EST,2007,0.5969034
Estonia,EST,2008,0.9151515
Estonia,EST,2009,2.8210127
Estonia,EST,2010,4.5133157
Estonia,EST,2011,5.0025625
Estonia,EST,2012,6.1865497
Estonia,EST,2013,4.8759193
Estonia,EST,2014,5.82325
Estonia,EST,2015,6.9001513
Estonia,EST,2016,6.731134
Estonia,EST,2017,7.1341367
Estonia,EST,2018,8.032572
Estonia,EST,2019,10.685646
Estonia,EST,2020,15.223135
Estonia,EST,2021,14.843358
Estonia,EST,2022,15.2651
Europe,,1965,5.9066753
Europe,,1966,6.1682186
Europe,,1967,5.9034324
Europe,,1968,5.957701
Europe,,1969,5.6871986
Europe,,1970,5.68146
Europe,,1971,5.559321
Europe,,1972,5.415697
Europe,,1973,5.199635
Europe,,1974,5.5491505
Europe,,1975,5.48716
Europe,,1976,5.002477
Europe,,1977,5.7320075
Europe,,1978,5.710373
Europe,,1979,5.7450686
Europe,,1980,5.7626452
Europe,,1981,5.867198
Europe,,1982,5.709534
Europe,,1983,5.8300776
Europe,,1984,5.8781447
Europe,,1985,5.8628535
Europe,,1986,5.665528
Europe,,1987,5.8362722
Europe,,1988,5.996327
Europe,,1989,5.4787555
Europe,,1990,5.6132846
Europe,,1991,5.7959194
Europe,,1992,6.1879973
Europe,,1993,6.5797515
Europe,,1994,6.9918156
Europe,,1995,7.0719213
Europe,,1996,6.619829
Europe,,1997,7.03665
Europe,,1998,7.3136797
Europe,,1999,7.507233
Europe,,2000,7.798537
Europe,,2001,7.827453
Europe,,2002,7.3453298
Europe,,2003,6.9589005
Europe,,2004,7.534636
Europe,,2005,7.765187
Europe,,2006,7.768465
Europe,,2007,8.276369
Europe,,2008,8.780239
Europe,,2009,9.667576
Europe,,2010,10.042885
Europe,,2011,9.978288
Europe,,2012,11.051453
Europe,,2013,12.020726
Europe,,2014,12.670538
Europe,,2015,12.97831
Europe,,2016,13.101557
Europe,,2017,13.136423
Europe,,2018,13.797882
Europe,,2019,14.279471
Europe,,2020,16.508207
Europe,,2021,15.866847
Europe,,2022,16.556276
Europe (EI),,1965,7.269182
Europe (EI),,1966,7.599612
Europe (EI),,1967,7.3898325
Europe (EI),,1968,7.1868033
Europe (EI),,1969,6.6074834
Europe (EI),,1970,6.5164485
Europe (EI),,1971,6.4102187
Europe (EI),,1972,6.3603587
Europe (EI),,1973,6.113371
Europe (EI),,1974,6.695796
Europe (EI),,1975,6.9075384
Europe (EI),,1976,6.05598
Europe (EI),,1977,7.184907
Europe (EI),,1978,6.9174333
Europe (EI),,1979,7.012579
Europe (EI),,1980,6.995356
Europe (EI),,1981,7.263548
Europe (EI),,1982,7.3230996
Europe (EI),,1983,7.470168
Europe (EI),,1984,7.360798
Europe (EI),,1985,6.3864417
Europe (EI),,1986,6.089672
Europe (EI),,1987,6.4845943
Europe (EI),,1988,6.875538
Europe (EI),,1989,6.04037
Europe (EI),,1990,6.1508374
Europe (EI),,1991,6.358576
Europe (EI),,1992,6.8031178
Europe (EI),,1993,7.218781
Europe (EI),,1994,7.487245
Europe (EI),,1995,7.4815416
Europe (EI),,1996,7.117396
Europe (EI),,1997,7.483094
Europe (EI),,1998,7.8338394
Europe (EI),,1999,7.996094
Europe (EI),,2000,8.295877
Europe (EI),,2001,8.19843
Europe (EI),,2002,7.82032
Europe (EI),,2003,7.4503884
Europe (EI),,2004,8.084747
Europe (EI),,2005,8.334137
Europe (EI),,2006,8.461152
Europe (EI),,2007,8.981683
Europe (EI),,2008,9.762174
Europe (EI),,2009,10.74175
Europe (EI),,2010,11.567901
Europe (EI),,2011,11.666837
Europe (EI),,2012,13.13594
Europe (EI),,2013,14.2168255
Europe (EI),,2014,15.025106
Europe (EI),,2015,15.658712
Europe (EI),,2016,15.728861
Europe (EI),,2017,15.680811
Europe (EI),,2018,16.789146
Europe (EI),,2019,17.722376
Europe (EI),,2020,20.385471
Europe (EI),,2021,19.621805
Europe (EI),,2022,20.530148
European Union (27),,1965,6.7400346
European Union (27),,1966,7.1173534
European Union (27),,1967,6.6463075
European Union (27),,1968,6.338912
European Union (27),,1969,5.7609305
European Union (27),,1970,5.699029
European Union (27),,1971,5.4920387
European Union (27),,1972,5.4575386
European Union (27),,1973,5.148206
European Union (27),,1974,5.611098
European Union (27),,1975,5.6898813
European Union (27),,1976,4.6937447
European Union (27),,1977,6.104866
European Union (27),,1978,5.7241025
European Union (27),,1979,5.7847695
European Union (27),,1980,5.610712
European Union (27),,1981,5.6977787
European Union (27),,1982,5.724218
European Union (27),,1983,5.8147674
European Union (27),,1984,5.728046
European Union (27),,1985,5.57115
European Union (27),,1986,5.215659
European Union (27),,1987,5.586092
European Union (27),,1988,5.853195
European Union (27),,1989,4.8240895
European Union (27),,1990,5.1402903
European Union (27),,1991,5.4003606
European Union (27),,1992,5.7478557
European Union (27),,1993,5.9763584
European Union (27),,1994,6.19447
European Union (27),,1995,6.086358
European Union (27),,1996,5.9000363
European Union (27),,1997,6.20919
European Union (27),,1998,6.4360456
European Union (27),,1999,6.495187
European Union (27),,2000,6.8536744
European Union (27),,2001,7.1240997
European Union (27),,2002,6.443716
European Union (27),,2003,6.382537
European Union (27),,2004,6.9599442
European Union (27),,2005,7.028544
European Union (27),,2006,7.418213
European Union (27),,2007,8.034917
European Union (27),,2008,8.841777
European Union (27),,2009,9.942724
European Union (27),,2010,10.903955
European Union (27),,2011,11.105481
European Union (27),,2012,12.588981
European Union (27),,2013,13.741776
European Union (27),,2014,14.717251
European Union (27),,2015,14.822778
European Union (27),,2016,14.832872
European Union (27),,2017,14.687286
European Union (27),,2018,15.723115
European Union (27),,2019,16.463808
European Union (27),,2020,19.18075
European Union (27),,2021,18.50149
European Union (27),,2022,19.293629
Finland,FIN,1974,18.06427
Finland,FIN,1975,17.08967
Finland,FIN,1976,12.514575
Finland,FIN,1977,15.202661
Finland,FIN,1978,11.782436
Finland,FIN,1979,12.09141
Finland,FIN,1980,11.415307
Finland,FIN,1981,15.10919
Finland,FIN,1982,14.666411
Finland,FIN,1983,15.36475
Finland,FIN,1984,14.383723
Finland,FIN,1985,12.764181
Finland,FIN,1986,12.675926
Finland,FIN,1987,13.406022
Finland,FIN,1988,13.070462
Finland,FIN,1989,12.690623
Finland,FIN,1990,15.025665
Finland,FIN,1991,16.623262
Finland,FIN,1992,18.345428
Finland,FIN,1993,17.708103
Finland,FIN,1994,15.904207
Finland,FIN,1995,17.836876
Finland,FIN,1996,15.512952
Finland,FIN,1997,17.436531
Finland,FIN,1998,20.417698
Finland,FIN,1999,18.097704
Finland,FIN,2000,19.816307
Finland,FIN,2001,17.827953
Finland,FIN,2002,16.364536
Finland,FIN,2003,14.705513
Finland,FIN,2004,19.619965
Finland,FIN,2005,19.669651
Finland,FIN,2006,17.648571
Finland,FIN,2007,18.949663
Finland,FIN,2008,22.497007
Finland,FIN,2009,19.203804
Finland,FIN,2010,19.707203
Finland,FIN,2011,21.06651
Finland,FIN,2012,25.105116
Finland,FIN,2013,22.765919
Finland,FIN,2014,24.830048
Finland,FIN,2015,28.261705
Finland,FIN,2016,26.694275
Finland,FIN,2017,28.758484
Finland,FIN,2018,28.735558
Finland,FIN,2019,29.326239
Finland,FIN,2020,33.270527
Finland,FIN,2021,35.68388
Finland,FIN,2022,38.497456
France,FRA,1965,10.584985
France,FRA,1966,11.602394
France,FRA,1967,9.537201
France,FRA,1968,10.09288
France,FRA,1969,9.634168
France,FRA,1970,9.537435
France,FRA,1971,7.9428425
France,FRA,1972,7.4463167
France,FRA,1973,6.7090616
France,FRA,1974,8.016221
France,FRA,1975,9.053055
France,FRA,1976,6.8996773
