Entity,Code,Year,Other renewables (including geothermal and biomass) - TWh,Biofuels consumption - TWh,Solar consumption - TWh,Wind consumption - TWh,Hydro consumption - TWh,Nuclear consumption - TWh,Gas consumption - TWh,Coal consumption - TWh,Oil consumption - TWh
Central America (EI),,2017,23.960451,0.58976084,3.8865707,8.541611,72.46552,0,0,11.511677,261.02768
Central America (EI),,2018,26.072676,0.5671172,4.760606,11.735255,71.2993,0,1.8176504,14.467662,258.1299
Central America (EI),,2019,29.291649,0.58976084,5.851463,11.598742,56.89459,0,4.792799,19.687344,280.01355
Central America (EI),,2020,27.908625,0.41902083,6.7951946,9.527083,70.72221,0,3.554876,15.856412,238.30414
Central America (EI),,2021,28.91296,0.5372689,7.9593496,10.437869,78.09469,0,2.8053885,19.693123,271.37762
Central America (EI),,2022,28.18568,0.5523647,7.7279353,9.513402,82.43562,0,6.253716,12.979221,288.88174
Central America (EI),,1965,,,,,4.0096774,0,,0.0036340833,39.865334
Central America (EI),,1966,,,,,4.414785,0,,0.018231167,41.064636
Central America (EI),,1967,,,,,4.985484,0,,0.025632305,42.675953
Central America (EI),,1968,,,,,5.5147853,0,,0.018817334,44.01643
Central America (EI),,1969,,,,,6.1061826,0.14471333,,0.033384997,45.739628
Central America (EI),,1970,,,,,6.921425,0.12768805,,0.011117694,47.50745
Chad,TCD,1980,,,,,,0,,,
Chad,TCD,1981,,,,,,0,,,
Chad,TCD,1982,,,,,,0,,,
Chad,TCD,1983,,,,,,0,,,
Chad,TCD,1984,,,,,,0,,,
Chad,TCD,1985,,,,,,0,,,
Chad,TCD,1986,,,,,,0,,,
Chad,TCD,1987,,,,,,0,,,
Chad,TCD,1988,,,,,,0,,,
Chad,TCD,1989,,,,,,0,,,
Chad,TCD,1990,,,,,,0,,,
Chad,TCD,1991,,,,,,0,,,
Chad,TCD,1992,,,,,,0,,,
Chad,TCD,1993,,,,,,0,,,
Chad,TCD,1994,,,,,,0,,,
Chad,TCD,1995,,,,,,0,,,
Chad,TCD,1996,,,,,,0,,,
Chad,TCD,1997,,,,,,0,,,
Chad,TCD,1998,,,,,,0,,,
Chad,TCD,1999,,,,,,0,,,
Chad,TCD,2000,,,,,,0,,,
Chad,TCD,2001,,,,,,0,,,
Chad,TCD,2002,,,,,,0,,,
Chad,TCD,2003,,,,,,0,,,
Chad,TCD,2004,,,,,,0,,,
Chad,TCD,2005,,,,,,0,,,
Chad,TCD,2006,,,,,,0,,,
Chad,TCD,2007,,,,,,0,,,
Chad,TCD,2008,,,,,,0,,,
Chad,TCD,2009,,,,,,0,,,
Chad,TCD,2010,,,,,,0,,,
Chad,TCD,2011,,,,,,0,,,
Chad,TCD,2012,,,,,,0,,,
Chad,TCD,2013,,,,,,0,,,
Chad,TCD,2014,,,,,,0,,,
Chad,TCD,2015,,,,,,0,,,
Chad,TCD,2016,,,,,,0,,,
Chad,TCD,2017,,,,,,0,,,
Chad,TCD,2018,,,,,,0,,,
Chad,TCD,2019,,,,,,0,,,
Chad,TCD,2020,,,,,,0,,,
Chad,TCD,2021,,,,,,0,,,
Chad,TCD,2022,,,,,,0,,,
Chile,CHL,1971,0.21068555,,,,14.220161,0,6.54925,14.40957,61.719658
Chile,CHL,1972,0.18195556,,,,16.943548,0,5.9627495,11.90912,63.947697
Chile,CHL,1973,0.16280249,,,,16.544353,0,4.6822248,12.93256,61.419964
Chile,CHL,1974,0.14684138,,,,18.81828,0,4.8777246,12.258019,59.826385
Chile,CHL,1975,0.16280249,,,,18.889248,0,5.53265,9.7924595,52.450928
Chile,CHL,1976,0.23303083,,,,19.513172,0,6.04095,9.885499,54.49116
Chile,CHL,1977,0.2553764,,,,20.607258,0,6.2169,10.64145,56.657036
Chile,CHL,1978,0.29049057,,,,21.44113,0,5.80635,10.37396,60.19117
Chile,CHL,1979,0.30006722,,,,22.023655,0,6.871825,11.47881,62.90213
Chile,CHL,1980,0.33518136,,,,23.274462,0,7.0379996,12.6767,63.652122
Chile,CHL,1981,0.3511425,,,,24.09946,0,6.930475,12.6534395,63.548195
Chile,CHL,1982,0.43733194,,,,26.3586,0,7.17485,8.43175,58.228638
Chile,CHL,1983,0.6639786,,,,28.425537,0,7.7418,10.10647,57.603676
Chile,CHL,1984,0.64163303,,,,29.495966,0,7.91775,13.63036,56.838863
Chile,CHL,1985,0.6224797,,,,32.73387,0,7.9079747,13.64199,54.99356
Chile,CHL,1986,0.89381725,,,,34.981182,0,7.2335,12.955819,58.100857
Chile,CHL,1987,0.86508745,,,,37.917473,0,7.01845,13.351239,60.680458
Chile,CHL,1988,1.0438508,,,,37.13387,0,9.862975,18.608,67.06808
Chile,CHL,1989,1.0246974,,,,31.175535,0,15.38585,25.14406,75.09224
Chile,CHL,1990,3.0740926,,0,0,26.439705,0,16.51975,30.291498,79.35556
Chile,CHL,1991,3.2975469,,0,0,38.841988,0,19.455828,24.885874,88.48297
Chile,CHL,1992,5.5640116,,0,0,49.500443,0,21.762054,21.517824,95.84964
Chile,CHL,1993,5.586357,,0,0,50.91143,0,22.534037,21.70972,104.486534
Chile,CHL,1994,5.701277,,0,0,50.225857,0,21.734144,25.60577,112.2142
Chile,CHL,1995,5.998152,,0,0,54.449226,0,20.827003,27.604967,123.35619
Chile,CHL,1996,5.548051,,0,0,49.89466,0,21.1666,38.252766,130.9829
Chile,CHL,1997,5.5640116,,0,0,56.014683,0,28.799368,49.79768,140.88297
Chile,CHL,1998,3.706149,,0,0,47.12629,0,39.77111,46.85378,144.0185
Chile,CHL,1999,4.6286964,,0,0,40.14704,0,54.32838,48.350563,145.66054
Chile,CHL,2000,4.389281,,0,0,56.42231,0,70.140526,37.3637,139.07541
Chile,CHL,2001,5.3724794,,0,0.020564528,63.691242,0,79.50152,29.314577,135.44452
Chile,CHL,2002,5.685316,,0,0.020431831,67.679016,0,80.177216,29.547176,137.69225
Chile,CHL,2003,5.410786,,0,0.020300861,65.5515,0,86.73886,28.250431,136.51785
Chile,CHL,2004,6.483367,,0,0.01440825,60.426334,0,94.15018,32.723408,150.5013
Chile,CHL,2005,5.7140455,,0,0.020043889,73.23324,0,91.077576,32.07011,155.2119
Chile,CHL,2006,4.568044,,0,0.019917833,80.28323,0,84.2835,40.03847,160.48915
Chile,CHL,2007,8.606182,,0,0.031669445,63.154514,0,49.681034,47.52157,200.30362
Chile,CHL,2008,11.454335,,0,0.10712833,68.18928,0,27.651487,50.81752,211.0859
Chile,CHL,2009,10.8269415,,0,0.22066388,70.31856,0,27.949215,46.457573,198.59944
Chile,CHL,2010,10.893324,,0,0.90296805,60.395134,0,57.397537,52.229164,182.12952
Chile,CHL,2011,13.77253,,0,0.9313097,56.580017,0,58.36515,66.98647,189.07631
Chile,CHL,2012,19.099512,,0.0009333277,1.119772,55.282967,0,53.008377,78.09894,196.13606
Chile,CHL,2013,22.01346,,0.018414443,1.4855585,54.255466,0,53.12584,87.78789,195.0727
Chile,CHL,2014,15.928694,,1.2426983,3.9095538,62.43137,0,43.98931,88.5578,193.4745
Chile,CHL,2015,17.768223,,3.6627123,5.694689,63.61206,0,48.242855,85.05484,190.19441
Chile,CHL,2016,21.458685,,6.827152,6.5636663,52.712814,0,59.163006,86.26053,200.9175
Chile,CHL,2017,23.738995,,10.36825,9.648666,56.75396,0,56.14597,89.68967,204.00137
Chile,CHL,2018,29.092165,,13.542739,9.492591,61.822098,0,56.366688,86.561676,211.3997
Chile,CHL,2019,25.184582,,16.607224,12.903667,56.51611,0,65.13059,87.08458,210.55196
Chile,CHL,2020,22.664268,,19.998781,14.713266,57.04545,0,62.354355,73.145775,192.55574
Chile,CHL,2021,20.762323,,28.129797,19.960268,47.2893,0,68.2293,81.11111,211.37491
Chile,CHL,2022,19.564188,,37.69042,24.41743,58.003117,0,74.59519,61.168365,221.37302
Chile,CHL,1965,,,,,11.691936,0,6.1777997,13.54895,41.014145
Chile,CHL,1966,,,,,12.324731,0,6.4515,13.956,44.94295
Chile,CHL,1967,,,,,12.581988,0,5.7183747,13.956,46.931915
Chile,CHL,1968,,,,,10.541667,0,4.8875,13.956,49.473732
Chile,CHL,1969,,,,,11.898925,0,6.43195,13.956,52.70953
Chile,CHL,1970,,,,,12.735752,0,6.422175,14.921289,55.66466
China,CHN,1971,0,,0,0,85.97514,0,37.694195,2224.8772,451.57767
China,CHN,1972,0,,0,0,97.43588,0,48.780727,2352.9236,519.6965
China,CHN,1973,0,,0,0,108.89662,0,60.2704,2383.743,633.9831
China,CHN,1974,0,,0,0,123.23235,0,75.892334,2358.564,729.073
China,CHN,1975,0,,0,0,128.95619,0,89.19617,2658.2107,804.07825
China,CHN,1976,0,,0,0,130.68118,0,101.79449,2723.1646,919.1864
China,CHN,1977,0,,0,0,136.41808,0,122.15339,2995.5388,971.0417
China,CHN,1978,0,,0,0,127.81926,0,138.38004,3289.1963,1076.6368
China,CHN,1979,0,,0,0,143.5794,0,146.2414,3402.7053,1079.2994
China,CHN,1980,0,,0,0,172.1594,0,143.82251,3539.019,972.5329
China,CHN,1981,0,,0,0,193.72179,0,128.40216,3520.1948,921.53076
China,CHN,1982,0,,0,0,220.04097,0,120.23844,3724.8376,911.7529
China,CHN,1983,0,,0,0,255.53398,0,123.06047,3989.0044,930.09924
China,CHN,1984,0,,0,0,256.7101,0,125.27778,4338.266,964.89026
China,CHN,1985,0,,0,0,273.189,0,130.31711,4736.2646,1010.60034
China,CHN,1986,0,,0,0,279.5793,0,138.6824,4951.424,1074.4205
China,CHN,1987,0,,0,0,295.77072,0,139.99261,5372.2417,1142.2338
China,CHN,1988,0,,0,0,322.80865,0,143.72173,5771.2236,1229.358
China,CHN,1989,0,,0,0,350.1341,0,151.6738,6046.902,1287.7268
China,CHN,1990,0.1840839,,0.005913972,0.0059737223,374.78055,0,154.18336,6134.5166,1274.5724
China,CHN,1991,0.1840839,,0.005913972,0.026881723,368.7039,0,156.11848,6433.4272,1379.1438
China,CHN,1992,0.32312194,,0.008870971,0.38829136,386.4373,0,159.14207,6731.4966,1495.9119
China,CHN,1993,0.3344722,,0.011827944,0.62724,449.00748,4.551374,168.96878,7170.3564,1663.7761
China,CHN,1994,1.429398,,0.014784943,1.1350057,495.08563,41.87037,176.97124,7641.667,1690.6384
China,CHN,1995,9.582288,,0.020698916,1.8219833,563.543,36.41383,178.79547,7736.85,1825.6307
China,CHN,1996,4.854988,,0.026612887,0.2777778,555.82526,40.684288,187.36234,8095.389,2023.0286
China,CHN,1997,8.650518,,0.032526944,0.5854242,579.51074,40.91129,197.98524,7931.912,2221.5454
China,CHN,1998,7.878005,,0.041397776,1.0513738,588.1156,40.008957,204.16347,7871.717,2287.5908
China,CHN,1999,8.005693,,0.050268885,1.4008363,581.285,42.418007,216.63077,8099.032,2437.2446
China,CHN,2000,8.05996,0,0.06505389,1.7443249,657.664,47.491486,246.95747,8211.406,2626.8958
China,CHN,2001,8.11222,0,0.09107139,2.1128333,815.0305,49.25513,276.4577,8635.754,2683.249
China,CHN,2002,8.0847,1.715418,0.14010417,2.4441555,840.53674,70.37826,294.1357,9467.457,2895.598
China,CHN,2003,8.050821,4.734554,0.18560806,2.8913352,822.7072,120.6185,341.74728,11283.059,3234.7622
China,CHN,2004,8.023351,5.9704113,0.21900554,3.6821108,1018.7907,139.55797,399.8397,13155.28,3777.772
China,CHN,2005,16.937796,8.375286,0.24052666,5.5723767,1136.8239,145.87096,469.75107,15405.105,3838.487
China,CHN,2006,22.711811,12.102545,0.27031332,10.5616255,1239.9875,149.74545,577.8375,16918.38,4116.769
China,CHN,2007,31.429167,13.065048,0.32234886,15.493363,1372.1426,168.5819,710.77893,18423.912,4313.5674
China,CHN,2008,47.383926,16.717094,0.42712888,36.81176,1789.8945,184.42581,819.32904,18715.92,4408.092
China,CHN,2009,66.50917,19.88861,0.77916664,77.120735,1719.3163,187.72626,902.24023,19605.02,4580.2983
China,CHN,2010,79.41089,19.796558,1.9456807,137.11253,1974.5,199.07062,1088.7405,20340.541,5214.49
China,CHN,2011,88.13886,21.900799,7.2000885,204.41629,1898.0785,230.8353,1351.6287,22143.604,5390.7334
China,CHN,2012,96.119995,25.84364,9.855914,282.55618,2365.7258,258.69043,1508.7758,22422.357,5654.2993
China,CHN,2013,118.464005,35.383873,22.822338,376.8275,2479.0735,291.60797,1718.7853,22902.13,5907.4697
China,CHN,2014,147.62354,37.398174,63.696743,432.8128,2870.8083,346.31763,1883.6313,22804.703,6142.5166
China,CHN,2015,172.51358,26.169725,106.32008,499.7926,3001.3591,442.86957,1946.8953,22329.041,6609.8955
China,CHN,2016,198.2697,28.38226,178.09781,644.79254,3087.3403,547.62866,2094.411,21675.78,6823.578
China,CHN,2017,254.01604,26.255138,313.5,810.629,3100.5762,633.5887,2412.5217,21915.443,7183.172
China,CHN,2018,299.10825,34.035908,468.02914,967.807,3171.9277,748.9546,2839.26,22352.146,7534.6616
China,CHN,2019,359.75897,30.524982,590.45776,1068.3596,3354.375,882.02563,3083.7683,22922.236,7915.1772
China,CHN,2020,432.8601,22.804985,685.72406,1225.164,3471.19,922.8886,3366.1726,23402.553,7984.4526
China,CHN,2021,529.58386,28.214336,855.6533,1716.0167,3401.68,1023.2132,3802.6792,24315.475,8200.554
China,CHN,2022,563.745,27.87439,1115.1132,1988.4497,3397.4243,1045.2504,3757.0474,24559.486,7821.5244
China,CHN,1965,,,,,65.34059,0,11.086529,1330.7045,129.06253
China,CHN,1966,,,,,66.490585,0,13.505407,1423.512,165.7999
China,CHN,1967,,,,,57.316765,0,14.714847,1265.3439,163.69284
China,CHN,1968,,,,,67.62751,0,14.110127,1255.9236,179.03456
China,CHN,1969,,,,,68.777504,0,19.754179,1516.6101,240.04433
China,CHN,1970,,,,,71.07749,0,28.92576,1929.6497,332.04553
Colombia,COL,1974,0,,,,25.99805,0,17.12575,25.957378,95.57915
Colombia,COL,1975,0.6033267,0,,,28.778305,0,16.14225,26.384573,83.72641
Colombia,COL,1976,0.6448253,0,,,30.239414,0,17.2045,25.805708,88.36318
Colombia,COL,1977,0.6129033,0,,,30.905895,0,19.25475,26.454634,90.42546
Colombia,COL,1978,0.6575942,0,,,35.695118,0,23.85075,26.738811,89.24454
Colombia,COL,1979,0.6895161,0,,,39.207607,0,25.7215,26.971992,90.73787
Colombia,COL,1980,0.72463024,0,,,42.71968,0,28.3715,28.287111,90.631485
Colombia,COL,1981,0.6767472,0,,,42.182453,0,30.6345,28.820011,91.13236
Colombia,COL,1982,0.73739916,0,,,45.06019,0,33.03125,30.008257,90.20119
Colombia,COL,1983,0.7469758,0,,,45.43643,0,36.55975,33.074528,93.80195
Colombia,COL,1984,0.81401217,0,,,50.683445,0,36.30575,34.433838,90.14155
Colombia,COL,1985,0.8523186,0,,,54.529163,0,36.43225,35.51473,92.12477
Colombia,COL,1986,0.84912634,0,,,63.081306,0,37.070747,35.068428,93.89373
Colombia,COL,1987,0.85551083,0,,,68.74278,0,37.63625,44.09428,99.94208
Colombia,COL,1988,0.8746639,0,,,72.5036,0,37.77825,35.17464,104.76108
Colombia,COL,1989,0.8746639,0,,,79.194435,0,36.059002,40.753384,107.60375
Colombia,COL,1990,0.8746639,0,0,0,81.30494,0,37.4195,18.581999,114.30004
Colombia,COL,1991,0.8587031,0,0,0,81.98572,0,38.5825,23.368855,114.3731
Colombia,COL,1992,1.0853494,0,0,0,65.883446,0,37.965748,39.08699,124.484375
Colombia,COL,1993,1.2417674,0,0,0,82.37105,0,39.416748,40.98213,128.17462
Colombia,COL,1994,1.4173385,0,0,0,94.79632,0,38.9965,46.90854,134.27097
Colombia,COL,1995,1.5226814,0,0,0,94.592316,0,41.4725,41.97691,144.16035
Colombia,COL,1996,1.5833334,0,0,0,104.34512,0,45.102753,32.54101,153.02666
Colombia,COL,1997,1.5418346,0,0,0,93.07348,0,56.739998,38.5406,152.27386
Colombia,COL,1998,1.6982527,0,0,0,91.02111,0,65.886246,36.65299,151.26253
Colombia,COL,1999,1.4588375,0,0,0,99.65248,0,56.909,29.272049,135.5822
Colombia,COL,2000,1.5833334,0,0.005426111,0,91.12174,0,57.358074,31.437815,132.67795
Colombia,COL,2001,1.5833334,0,0.007840222,0,92.93004,0,59.38993,30.95842,131.99512
Colombia,COL,2002,1.5673721,0,0.013576223,0,99.14709,0,59.986813,25.461409,130.75986
Colombia,COL,2003,1.5801411,0,0.018575305,0,104.915924,0,57.499798,28.22483,130.62411
Colombia,COL,2004,1.4907595,0,0.02291411,0.14981695,110.45389,0,61.348198,24.698715,141.36633
Colombia,COL,2005,1.6056788,0.162145,0.027291916,0.14168166,112.30562,0,64.46344,15.562342,140.03333
Colombia,COL,2006,1.6590719,1.5517608,0,0.17920749,121.09442,0,67.64682,44.330044,149.5254
Colombia,COL,2007,1.618883,1.6739173,0,0.14107278,125.09955,0,71.61633,39.03194,153.0895
Colombia,COL,2008,1.6259469,1.6983408,0,0.15151305,129.71477,0,72.751144,51.6421,150.89616
Colombia,COL,2009,3.202698,3.7038867,0,0.1611614,114.047005,0,83.79319,47.50083,151.37347
Colombia,COL,2010,3.5432901,5.2419643,0,0.10705388,112.57043,0,87.45138,55.907337,159.77957
Colombia,COL,2011,4.400095,6.764923,0,0.113855,133.59468,0,85.14971,45.266426,168.5069
Colombia,COL,2012,4.7118807,7.277616,0,0.15040806,130.46597,0,94.65898,54.560337,180.10788
Colombia,COL,2013,4.2980914,7.606998,0,0.15705167,120.907135,0,104.77255,58.69,188.60779
Colombia,COL,2014,5.5190754,7.892835,0,0.19026083,121.21036,0,113.840614,62.166916,199.76581
Colombia,COL,2015,5.8190694,7.9837666,0,0.18413861,120.327126,0,112.117294,57.779972,179.1918
Colombia,COL,2016,6.36463,7.8828573,0,0.13622722,125.25303,0,120.68478,63.54703,220.7487
Colombia,COL,2017,6.3565063,7.5711255,0.013306444,0.008173944,152.56572,0,118.30532,48.428135,216.45381
Colombia,COL,2018,6.7636113,9.2086935,0.03174861,0.11493027,149.88373,0,127.299385,45.462593,219.65404
Colombia,COL,2019,7.802155,9.618584,0.34810638,0.16690972,143.49442,0,128.70773,53.641968,219.41248
Colombia,COL,2020,9.004113,8.283974,0.50109607,0.026578056,130.8873,0,131.22676,47.47986,185.17624
Colombia,COL,2021,9.526172,9.270503,0.8452127,0.15823056,158.29971,0,126.26629,31.458893,238.47368
Colombia,COL,2022,9.274501,9.490787,1.31032,0.19522221,167.73596,0,125.85035,28.492508,266.99402
Colombia,COL,1965,,,,,10.479421,0,8.951249,23.422821,54.81988
Colombia,COL,1966,,,,,11.642315,0,9.33625,23.422821,65.52585
Colombia,COL,1967,,,,,12.978976,0,11.549999,25.702301,65.62976
Colombia,COL,1968,,,,,14.462669,0,11.771375,23.411188,70.640076
Colombia,COL,1969,,,,,16.080029,0,12.854187,24.992868,67.855446
Colombia,COL,1970,,,,,17.897888,0,12.49325,26.08609,76.955696
Colombia,COL,1971,,,,,18.993948,0,13.004499,20.28629,79.72807
Colombia,COL,1972,,,,,21.03904,0,15.88525,21.077478,94.19158
Colombia,COL,1973,,,,,22.896997,0,16.46,21.465326,86.37415
Congo,COG,1965,,,,,,0,,,
Congo,COG,1966,,,,,,0,,,
Congo,COG,1967,,,,,,0,,,
Congo,COG,1968,,,,,,0,,,
Congo,COG,1969,,,,,,0,,,
Congo,COG,1970,,,,,,0,,,
Congo,COG,1971,,,,,,0,,,
Congo,COG,1972,,,,,,0,,,
Congo,COG,1973,,,,,,0,,,
Congo,COG,1974,,,,,,0,,,
Congo,COG,1975,,,,,,0,,,
Congo,COG,1976,,,,,,0,,,
Congo,COG,1977,,,,,,0,,,
Congo,COG,1978,,,,,,0,,,
Congo,COG,1979,,,,,,0,,,
Congo,COG,1980,,,,,,0,,,
Congo,COG,1981,,,,,,0,,,
Congo,COG,1982,,,,,,0,,,
Congo,COG,1983,,,,,,0,,,
Congo,COG,1984,,,,,,0,,,
Congo,COG,1985,,,,,,0,,,
Congo,COG,1986,,,,,,0,,,
Congo,COG,1987,,,,,,0,,,
Congo,COG,1988,,,,,,0,,,
Congo,COG,1989,,,,,,0,,,
Congo,COG,1990,,,,,,0,,,
Congo,COG,1991,,,,,,0,,,
Congo,COG,1992,,,,,,0,,,
Congo,COG,1993,,,,,,0,,,
Congo,COG,1994,,,,,,0,,,
Congo,COG,1995,,,,,,0,,,
Congo,COG,1996,,,,,,0,,,
Congo,COG,1997,,,,,,0,,,
Congo,COG,1998,,,,,,0,,,
Congo,COG,1999,,,,,,0,,,
Congo,COG,2000,,,,,,0,,,
Congo,COG,2001,,,,,,0,,,
Congo,COG,2002,,,,,,0,,,
Congo,COG,2003,,,,,,0,,,
Congo,COG,2004,,,,,,0,,,
Congo,COG,2005,,,,,,0,,,
Congo,COG,2006,,,,,,0,,,
Congo,COG,2007,,,,,,0,,,
Congo,COG,2008,,,,,,0,,,
Congo,COG,2009,,,,,,0,,,
Congo,COG,2010,,,,,,0,,,
Congo,COG,2011,,,,,,0,,,
Congo,COG,2012,,,,,,0,,,
Congo,COG,2013,,,,,,0,,,
Congo,COG,2014,,,,,,0,,,
Congo,COG,2015,,,,,,0,,,
Congo,COG,2016,,,,,,0,,,
Congo,COG,2017,,,,,,0,,,
Congo,COG,2018,,,,,,0,,,
Congo,COG,2019,,,,,,0,,,
Congo,COG,2020,,,,,,0,,,
Congo,COG,2021,,,,,,0,,,
Congo,COG,2022,,,,,,0,,,
Croatia,HRV,1990,0.035114165,,0,0,11.583118,0,25.522749,9.403425,54.275616
Croatia,HRV,1991,0.03192194,,0,0,16.338253,0,23.636,5.287114,38.496254
Croatia,HRV,1992,0.019153222,,0,0,12.860242,0,24.5005,4.6473246,38.496254
Croatia,HRV,1993,0.060651943,,0,0,13.45371,0,25.8685,3.9496522,40.6735
Croatia,HRV,1994,0.019153222,,0,0,16.07094,0,24.338999,2.472189,41.96201
Croatia,HRV,1995,0.028729722,,0,0,16.803978,0,22.494999,2.0324702,46.489468
Croatia,HRV,1996,0.028729722,,0,0,23.24992,0,25.207249,1.6641833,44.09095
Croatia,HRV,1997,0.0031921945,,0,0,17.308441,0,26.12975,2.8291137,47.08819
Croatia,HRV,1998,0.028729722,,0,0,17.805216,0,25.117998,2.7048588,53.07453
Croatia,HRV,1999,0.028729722,,0,0,21.66645,0,25.467499,2.39899,52.552788
Croatia,HRV,2000,0.0031921945,,0,0,19.081156,0,25.6955,5.0206594,46.74931
Croatia,HRV,2001,0,,0,0,21.094494,0,26.925,5.5889707,47.907486
Croatia,HRV,2002,0,,0,0,17.079268,0,27.567,6.793734,50.18211
Croatia,HRV,2003,0,,0,0,15.828297,0,27.401749,7.555883,55.533672
Croatia,HRV,2004,0.012768805,,0,0.005763306,21.977207,0,28.418333,8.023571,52.103424
Croatia,HRV,2005,0.04469083,,0,0.028634166,20.145546,0,27.48239,7.95114,53.632507
Croatia,HRV,2006,0.035114165,,0,0.054062776,18.828043,0,27.17922,7.381305,54.472054
Croatia,HRV,2007,0.022345414,0.030780833,0,0.098683886,13.289252,0,31.229944,8.013639,55.770203
Croatia,HRV,2008,0.06735556,0.04105611,0,0.11212139,16.242136,0,30.270388,8.246868,52.884552
Croatia,HRV,2009,0.063745,0.09108667,0.00025413666,0.151365,20.689531,0,27.949888,5.893177,51.64974
Croatia,HRV,2010,0.10546083,0,0.00033306942,0.38608304,25.330496,0,30.614166,7.9398127,43.887875
Croatia,HRV,2011,0.1731611,0.040122222,0.00037793608,0.55448973,13.881237,0,29.891666,8.172656,41.734562
Croatia,HRV,2012,0.29976723,0.32910556,0.006591611,0.90140027,13.262467,0,28.066055,7.329214,37.400105
Croatia,HRV,2013,0.40124416,0.36592776,0.030750832,1.4098231,23.497734,0,26.537943,7.852052,35.97752
Croatia,HRV,2014,0.52536666,0.34271112,0.09528972,1.9775602,24.39846,0,23.485712,7.5210743,37.66257
Croatia,HRV,2015,0.8465119,0.28104442,0.15421028,2.1444001,17.209806,0,24.21231,7.0444655,39.127132
Croatia,HRV,2016,1.3771936,0.011766667,0.17545584,2.7151802,18.343327,0,25.243532,7.570932,39.293175
Croatia,HRV,2017,1.6778225,0.0063444446,0.20944361,3.2041936,14.124532,0,28.99667,4.5628443,42.00155
Croatia,HRV,2018,2.1377892,0.31485555,0.198165,3.533104,20.37448,0,26.658365,4.248253,40.695423
Croatia,HRV,2019,3.0364902,0.72754997,0.21904917,3.867762,15.357438,0,27.981422,4.8999634,39.723515
Croatia,HRV,2020,3.359074,0.7627339,0.25081053,4.519056,14.871099,0,29.368093,4.200651,34.046947
Croatia,HRV,2021,3.7360184,1.0633531,0.3896233,5.395065,18.650887,0,28.251804,4.8303576,35.994972
Croatia,HRV,2022,3.8132799,1.1046788,0.4209197,5.9938273,14.132496,0,24.369545,4.7832775,39.967175
Cuba,CUB,1995,,,,,,0,,,
Cuba,CUB,1996,,,,,,0,,,
Cuba,CUB,1997,,,,,,0,,,
Cuba,CUB,1998,,,,,,0,,,
Cuba,CUB,1999,,,,,,0,,,
Cuba,CUB,2000,,,,,,0,,,
Cuba,CUB,2001,,,,,,0,,,
Cuba,CUB,2002,,,,,,0,,,
Cuba,CUB,2003,,,,,,0,,,
Cuba,CUB,2004,,,,,,0,,,
Cuba,CUB,2005,,,,,,0,,,
Cuba,CUB,2006,,,,,,0,,,
Cuba,CUB,2007,,,,,,0,,,
Cuba,CUB,2008,,,,,,0,,,
Cuba,CUB,2009,,,,,,0,,,
Cuba,CUB,2010,,,,,,0,,,
Cuba,CUB,2011,,,,,,0,,,
Cuba,CUB,2012,,,,,,0,,,
Cuba,CUB,2013,,,,,,0,,,
Cuba,CUB,2014,,,,,,0,,,
Cuba,CUB,2015,,,,,,0,,,
Cuba,CUB,2016,,,,,,0,,,
Cuba,CUB,2017,,,,,,0,,,
Cuba,CUB,2018,,,,,,0,,,
Cuba,CUB,2019,,,,,,0,,,
Cuba,CUB,2020,,,,,,0,,,
Cuba,CUB,2021,,,,,,0,,,
Cuba,CUB,2022,,,,,,0,,,
Curacao,CUW,2012,,,,,,0,,,
Curacao,CUW,2013,,,,,,0,,,
Curacao,CUW,2014,,,,,,0,,,
Curacao,CUW,2015,,,,,,0,,,
Curacao,CUW,2016,,,,,,0,,,
Curacao,CUW,2017,,,,,,0,,,
Curacao,CUW,2018,,,,,,0,,,
Curacao,CUW,2019,,,,,,0,,,
Curacao,CUW,2020,,,,,,0,,,
Curacao,CUW,2021,,,,,,0,,,
Curacao,CUW,2022,,,,,,0,,,
Cyprus,CYP,1990,0,,0,0,0,0,,0.70943,18.565105
Cyprus,CYP,1991,0,,0,0,0,0,,0.52335,18.988806
Cyprus,CYP,1992,0,,0,0,0,0,,0.96528995,21.831388
Cyprus,CYP,1993,0,,0,0,0,0,,0.81409997,22.876078
Cyprus,CYP,1994,0,,0,0,0,0,,1.11648,22.61588
Cyprus,CYP,1995,0,,0,0,0,0,,1.2444099,23.986261
Cyprus,CYP,1996,0,,0,0,0,0,,1.163,24.441818
Cyprus,CYP,1997,0,,0,0,0,0,,0.88387996,24.967741
Cyprus,CYP,1998,0,,0,0,0,0,,0.16282,27.283785
Cyprus,CYP,1999,0,,0,0,0,0,,0.27912,28.601559
Cyprus,CYP,2000,0,,0,0,,0,,0.41868,29.842424
Cyprus,CYP,2001,0,,0,0,,0,,0.61639,29.993261
Cyprus,CYP,2002,0,,0,0,,0,,0.51172,29.674215
Cyprus,CYP,2003,0,,0,0,,0,,0.51172,31.57658
Cyprus,CYP,2004,0,,0.001152661,0.0010229861,,0,,0.51172,30.714468
Cyprus,CYP,2005,0,,0.0016206916,0.0010165111,,0,,0.51172,34.478428
Cyprus,CYP,2006,0.00049479166,,0.0028510832,0.0010101194,,0,0,0.3509561,34.056618
Cyprus,CYP,2007,0.004469083,0.010260971,0.0049002776,0.0010066333,,0,0,0.31871858,34.647247
