Entity,Code,Year,Primary energy consumption (TWh)
Egypt,EGY,1967,82.58481
Egypt,EGY,1968,89.11758
Egypt,EGY,1969,73.37517
Egypt,EGY,1970,91.431625
Egypt,EGY,1971,93.99038
Egypt,EGY,1972,104.290016
Egypt,EGY,1973,98.57274
Egypt,EGY,1974,112.037315
Egypt,EGY,1975,124.288216
Egypt,EGY,1976,148.62404
Egypt,EGY,1977,161.27144
Egypt,EGY,1978,170.3538
Egypt,EGY,1979,186.0817
Egypt,EGY,1980,211.66222
Egypt,EGY,1981,241.09534
Egypt,EGY,1982,268.9986
Egypt,EGY,1983,290.81244
Egypt,EGY,1984,317.11234
Egypt,EGY,1985,328.84946
Egypt,EGY,1986,336.31656
Egypt,EGY,1987,356.6302
Egypt,EGY,1988,361.8768
Egypt,EGY,1989,381.46774
Egypt,EGY,1990,391.32346
Egypt,EGY,1991,396.43268
Egypt,EGY,1992,392.62604
Egypt,EGY,1993,392.9128
Egypt,EGY,1994,413.2275
Egypt,EGY,1995,437.82062
Egypt,EGY,1996,461.2768
Egypt,EGY,1997,480.5004
Egypt,EGY,1998,500.30728
Egypt,EGY,1999,536.88873
Egypt,EGY,2000,568.53345
Egypt,EGY,2001,593.31384
Egypt,EGY,2002,610.2438
Egypt,EGY,2003,645.99164
Egypt,EGY,2004,682.05383
Egypt,EGY,2005,699.4166
Egypt,EGY,2006,736.6443
Egypt,EGY,2007,784.57935
Egypt,EGY,2008,831.8381
Egypt,EGY,2009,861.6713
Egypt,EGY,2010,895.11176
Egypt,EGY,2011,938.07916
Egypt,EGY,2012,975.21545
Egypt,EGY,2013,968.1441
Egypt,EGY,2014,955.8868
Egypt,EGY,2015,971.7204
Egypt,EGY,2016,1025.5828
Egypt,EGY,2017,1065.9023
Egypt,EGY,2018,1067.1521
Egypt,EGY,2019,1047.6891
Egypt,EGY,2020,983.7346
Egypt,EGY,2021,1053.1913
Egypt,EGY,2022,1105.4683
El Salvador,SLV,1980,13.244202
El Salvador,SLV,1981,12.026502
El Salvador,SLV,1982,12.397671
El Salvador,SLV,1983,12.471339
El Salvador,SLV,1984,13.174323
El Salvador,SLV,1985,13.406738
El Salvador,SLV,1986,14.094238
El Salvador,SLV,1987,13.734698
El Salvador,SLV,1988,14.982298
El Salvador,SLV,1989,15.159696
El Salvador,SLV,1990,15.717758
El Salvador,SLV,1991,15.534816
El Salvador,SLV,1992,17.580929
El Salvador,SLV,1993,18.218136
El Salvador,SLV,1994,19.94467
El Salvador,SLV,1995,24.836594
El Salvador,SLV,1996,25.404926
El Salvador,SLV,1997,25.216356
El Salvador,SLV,1998,28.747938
El Salvador,SLV,1999,30.364742
El Salvador,SLV,2000,29.402664
El Salvador,SLV,2001,30.5312
El Salvador,SLV,2002,31.272413
El Salvador,SLV,2003,33.36593
El Salvador,SLV,2004,33.27612
El Salvador,SLV,2005,34.426746
El Salvador,SLV,2006,36.386955
El Salvador,SLV,2007,37.939373
El Salvador,SLV,2008,37.234364
El Salvador,SLV,2009,35.896305
El Salvador,SLV,2010,37.190758
El Salvador,SLV,2011,37.24407
El Salvador,SLV,2012,37.562363
El Salvador,SLV,2013,36.514393
El Salvador,SLV,2014,37.35043
El Salvador,SLV,2015,38.633717
El Salvador,SLV,2016,38.950665
El Salvador,SLV,2017,38.684814
El Salvador,SLV,2018,41.71052
El Salvador,SLV,2019,45.666763
El Salvador,SLV,2020,42.259533
El Salvador,SLV,2021,44.681767
Equatorial Guinea,GNQ,1980,0.24977553
Equatorial Guinea,GNQ,1981,0.24914782
Equatorial Guinea,GNQ,1982,0.3099036
Equatorial Guinea,GNQ,1983,0.3099423
Equatorial Guinea,GNQ,1984,0.3107277
Equatorial Guinea,GNQ,1985,0.3706547
Equatorial Guinea,GNQ,1986,0.3098989
Equatorial Guinea,GNQ,1987,0.32177678
Equatorial Guinea,GNQ,1988,0.32255483
Equatorial Guinea,GNQ,1989,0.5087161
Equatorial Guinea,GNQ,1990,0.5086985
Equatorial Guinea,GNQ,1991,0.50871843
Equatorial Guinea,GNQ,1992,0.5100092
Equatorial Guinea,GNQ,1993,0.508644
Equatorial Guinea,GNQ,1994,0.5086481
Equatorial Guinea,GNQ,1995,0.5086148
Equatorial Guinea,GNQ,1996,0.5100081
Equatorial Guinea,GNQ,1997,0.57389146
Equatorial Guinea,GNQ,1998,0.7906023
Equatorial Guinea,GNQ,1999,0.79063284
Equatorial Guinea,GNQ,2000,3.2545538
Equatorial Guinea,GNQ,2001,1.8517739
Equatorial Guinea,GNQ,2002,28.258074
Equatorial Guinea,GNQ,2003,30.617418
Equatorial Guinea,GNQ,2004,6.2173076
Equatorial Guinea,GNQ,2005,22.617237
Equatorial Guinea,GNQ,2006,27.631754
Equatorial Guinea,GNQ,2007,30.564075
Equatorial Guinea,GNQ,2008,30.279116
Equatorial Guinea,GNQ,2009,32.082115
Equatorial Guinea,GNQ,2010,30.814402
Equatorial Guinea,GNQ,2011,33.128353
Equatorial Guinea,GNQ,2012,32.21646
Equatorial Guinea,GNQ,2013,33.239258
Equatorial Guinea,GNQ,2014,31.289293
Equatorial Guinea,GNQ,2015,27.943586
Equatorial Guinea,GNQ,2016,27.598911
Equatorial Guinea,GNQ,2017,30.995258
Equatorial Guinea,GNQ,2018,28.107082
Equatorial Guinea,GNQ,2019,27.40286
Equatorial Guinea,GNQ,2020,18.08033
Equatorial Guinea,GNQ,2021,20.266384
Eritrea,ERI,1994,3.8837407
Eritrea,ERI,1995,4.4491568
Eritrea,ERI,1996,4.5475116
Eritrea,ERI,1997,4.5973806
Eritrea,ERI,1998,4.8820777
Eritrea,ERI,1999,5.06736
Eritrea,ERI,2000,2.5992396
Eritrea,ERI,2001,2.8474114
Eritrea,ERI,2002,2.5962582
Eritrea,ERI,2003,3.1118126
Eritrea,ERI,2004,3.3888624
Eritrea,ERI,2005,3.3910127
Eritrea,ERI,2006,2.3323069
Eritrea,ERI,2007,2.3950188
Eritrea,ERI,2008,1.7113456
Eritrea,ERI,2009,2.0677683
Eritrea,ERI,2010,2.0614183
Eritrea,ERI,2011,2.102094
Eritrea,ERI,2012,2.2337594
Eritrea,ERI,2013,2.2805402
Eritrea,ERI,2014,2.3813727
Eritrea,ERI,2015,2.3641987
Eritrea,ERI,2016,2.4062965
Eritrea,ERI,2017,2.643787
Eritrea,ERI,2018,3.018665
Eritrea,ERI,2019,3.276569
Eritrea,ERI,2020,3.1348097
Eritrea,ERI,2021,3.3107688
Estonia,EST,1985,118.452614
Estonia,EST,1986,117.88285
Estonia,EST,1987,119.66634
Estonia,EST,1988,117.63286
Estonia,EST,1989,121.22505
Estonia,EST,1990,127.5705
Estonia,EST,1991,116.732086
Estonia,EST,1992,81.387985
Estonia,EST,1993,67.58692
Estonia,EST,1994,68.5388
Estonia,EST,1995,62.16573
Estonia,EST,1996,66.012535
Estonia,EST,1997,65.02756
Estonia,EST,1998,58.33113
Estonia,EST,1999,53.736973
Estonia,EST,2000,55.48696
Estonia,EST,2001,57.842796
Estonia,EST,2002,57.605877
Estonia,EST,2003,62.8241
Estonia,EST,2004,64.10208
Estonia,EST,2005,64.46618
Estonia,EST,2006,63.68122
Estonia,EST,2007,73.75527
Estonia,EST,2008,67.85399
Estonia,EST,2009,58.717308
Estonia,EST,2010,73.148674
Estonia,EST,2011,72.96339
Estonia,EST,2012,73.48276
Estonia,EST,2013,77.46262
Estonia,EST,2014,74.157715
Estonia,EST,2015,68.61995
Estonia,EST,2016,70.76304
Estonia,EST,2017,78.48454
Estonia,EST,2018,77.87433
Estonia,EST,2019,62.762756
Estonia,EST,2020,58.78595
Estonia,EST,2021,61.62568
Estonia,EST,2022,61.668427
Eswatini,SWZ,1980,2.7880542
Eswatini,SWZ,1981,2.7135968
Eswatini,SWZ,1982,2.3925116
Eswatini,SWZ,1983,2.0910292
Eswatini,SWZ,1984,2.447268
Eswatini,SWZ,1985,3.0766537
Eswatini,SWZ,1986,2.9571452
Eswatini,SWZ,1987,3.2761543
Eswatini,SWZ,1988,3.3113673
Eswatini,SWZ,1989,3.5549152
Eswatini,SWZ,1990,3.4487298
Eswatini,SWZ,1991,3.5279212
Eswatini,SWZ,1992,3.4545345
Eswatini,SWZ,1993,3.4426267
Eswatini,SWZ,1994,4.4576893
Eswatini,SWZ,1995,4.364791
Eswatini,SWZ,1996,4.1733484
Eswatini,SWZ,1997,4.289431
Eswatini,SWZ,1998,5.3096805
Eswatini,SWZ,1999,5.4118285
Eswatini,SWZ,2000,6.2694864
Eswatini,SWZ,2001,6.323241
Eswatini,SWZ,2002,6.5148754
Eswatini,SWZ,2003,5.991857
Eswatini,SWZ,2004,5.8219347
Eswatini,SWZ,2005,6.0242815
Eswatini,SWZ,2006,6.1294856
Eswatini,SWZ,2007,6.38719
Eswatini,SWZ,2008,6.1733627
Eswatini,SWZ,2009,6.025186
Eswatini,SWZ,2010,5.661273
Eswatini,SWZ,2011,5.7878337
Eswatini,SWZ,2012,5.7382684
Eswatini,SWZ,2013,5.6512094
Eswatini,SWZ,2014,5.7376
Eswatini,SWZ,2015,5.68842
Eswatini,SWZ,2016,6.0186443
Eswatini,SWZ,2017,6.394685
Eswatini,SWZ,2018,6.757853
Eswatini,SWZ,2019,6.7606983
Eswatini,SWZ,2020,6.6292934
Eswatini,SWZ,2021,7.131119
Ethiopia,ETH,1980,8.831875
Ethiopia,ETH,1981,8.90953
Ethiopia,ETH,1982,9.744574
Ethiopia,ETH,1983,11.135363
Ethiopia,ETH,1984,11.329577
Ethiopia,ETH,1985,13.344599
Ethiopia,ETH,1986,13.079482
Ethiopia,ETH,1987,14.696903
Ethiopia,ETH,1988,14.425016
Ethiopia,ETH,1989,15.16843
Ethiopia,ETH,1990,15.476386
Ethiopia,ETH,1991,13.417995
Ethiopia,ETH,1992,18.05062
Ethiopia,ETH,1993,17.270784
Ethiopia,ETH,1994,12.937038
Ethiopia,ETH,1995,13.879298
Ethiopia,ETH,1996,11.653441
Ethiopia,ETH,1997,11.742957
Ethiopia,ETH,1998,15.273036
Ethiopia,ETH,1999,18.113241
Ethiopia,ETH,2000,19.304592
Ethiopia,ETH,2001,21.01949
Ethiopia,ETH,2002,21.595362
Ethiopia,ETH,2003,23.357014
Ethiopia,ETH,2004,24.974146
Ethiopia,ETH,2005,28.678482
Ethiopia,ETH,2006,31.471079
Ethiopia,ETH,2007,34.836338
Ethiopia,ETH,2008,36.469288
Ethiopia,ETH,2009,37.707485
Ethiopia,ETH,2010,41.786682
Ethiopia,ETH,2011,47.21692
Ethiopia,ETH,2012,52.61914
Ethiopia,ETH,2013,61.418804
Ethiopia,ETH,2014,69.58626
Ethiopia,ETH,2015,73.31093
Ethiopia,ETH,2016,84.99689
Ethiopia,ETH,2017,86.0149
Ethiopia,ETH,2018,91.52436
Ethiopia,ETH,2019,105.21818
Ethiopia,ETH,2020,100.7959
Ethiopia,ETH,2021,104.836815
Eurasia (EIA),,1980,15113.67
Eurasia (EIA),,1981,14932.121
Eurasia (EIA),,1982,15428.259
Eurasia (EIA),,1983,15767.473
Eurasia (EIA),,1984,16565.219
Eurasia (EIA),,1985,17153.902
Eurasia (EIA),,1986,17525.936
Eurasia (EIA),,1987,18122.451
Eurasia (EIA),,1988,18666.03
Eurasia (EIA),,1989,18637.066
Eurasia (EIA),,1990,18446.14
Eurasia (EIA),,1991,18170.84
Eurasia (EIA),,1992,16310.039
Eurasia (EIA),,1993,14853.391
Eurasia (EIA),,1994,13226.822
Eurasia (EIA),,1995,12765.032
Eurasia (EIA),,1996,12006.96
Eurasia (EIA),,1997,11445.576
Eurasia (EIA),,1998,11216.88
Eurasia (EIA),,1999,11310.007
Eurasia (EIA),,2000,11636.75
Eurasia (EIA),,2001,11615.828
Eurasia (EIA),,2002,11879.096
Eurasia (EIA),,2003,12288.338
Eurasia (EIA),,2004,12400.805
Eurasia (EIA),,2005,12352.7
Eurasia (EIA),,2006,12801.844
Eurasia (EIA),,2007,12931.861
Eurasia (EIA),,2008,13277.664
Eurasia (EIA),,2009,11745.968
Eurasia (EIA),,2010,12947.563
Eurasia (EIA),,2011,13613.876
Eurasia (EIA),,2012,13569.507
Eurasia (EIA),,2013,13318.347
Eurasia (EIA),,2014,13264.783
Eurasia (EIA),,2015,13016.355
Eurasia (EIA),,2016,12960.17
Eurasia (EIA),,2017,13018.781
Eurasia (EIA),,2018,13414.187
Eurasia (EIA),,2019,13417.501
Eurasia (EIA),,2020,13418.156
Eurasia (EIA),,2021,13987.996
Europe,,1965,19237.844
Europe,,1966,20040.201
Europe,,1967,20786.977
Europe,,1968,21936.818
Europe,,1969,23295.404
Europe,,1970,24701.133
Europe,,1971,25550.406
Europe,,1972,26793.248
Europe,,1973,28253.414
Europe,,1974,28568.527
Europe,,1975,28898.396
Europe,,1976,30316.402
Europe,,1977,31146.506
Europe,,1978,32393.557
Europe,,1979,33505.332
Europe,,1980,33275.973
Europe,,1981,33047.9
Europe,,1982,32996.145
Europe,,1983,33463.344
Europe,,1984,34496.79
Europe,,1985,33404.445
Europe,,1986,33993.855
Europe,,1987,34756.773
Europe,,1988,35160.785
Europe,,1989,35093.277
Europe,,1990,35143.59
Europe,,1991,34685.832
Europe,,1992,33411.67
Europe,,1993,32242.754
Europe,,1994,30939.164
Europe,,1995,30870.418
Europe,,1996,31098.074
Europe,,1997,30592.184
Europe,,1998,30752.863
Europe,,1999,30713.07
Europe,,2000,31077.365
Europe,,2001,31531.793
Europe,,2002,31328.963
Europe,,2003,31866.574
Europe,,2004,32280.455
Europe,,2005,32370.22
Europe,,2006,32832.1
Europe,,2007,32574.055
Europe,,2008,32488.44
Europe,,2009,30565.209
Europe,,2010,31745.045
Europe,,2011,31344.812
Europe,,2012,31285.432
Europe,,2013,30939.303
Europe,,2014,30023.74
Europe,,2015,29952.332
Europe,,2016,30345.89
Europe,,2017,30567.303
Europe,,2018,30927.805
Europe,,2019,30444.082
Europe,,2020,28569.602
Europe,,2021,30166.586
Europe,,2022,28543.871
Europe (EI),,1965,12412.4
Europe (EI),,1966,12788.901
Europe (EI),,1967,13164.532
Europe (EI),,1968,14043.018
Europe (EI),,1969,15059.014
Europe (EI),,1970,16037.899
Europe (EI),,1971,16470.436
Europe (EI),,1972,17257.89
Europe (EI),,1973,18248.994
Europe (EI),,1974,18003.582
Europe (EI),,1975,17825.717
Europe (EI),,1976,18832.332
Europe (EI),,1977,19160.238
Europe (EI),,1978,19892.191
Europe (EI),,1979,20636.078
Europe (EI),,1980,20122.844
Europe (EI),,1981,19610.832
Europe (EI),,1982,19244.57
Europe (EI),,1983,19425.943
Europe (EI),,1984,19934.01
Europe (EI),,1985,23827.354
Europe (EI),,1986,24224.264
Europe (EI),,1987,24721.123
Europe (EI),,1988,24990.701
Europe (EI),,1989,24891.398
Europe (EI),,1990,25163.512
Europe (EI),,1991,24856.004
Europe (EI),,1992,24045.195
Europe (EI),,1993,23642.186
Europe (EI),,1994,23153.873
Europe (EI),,1995,23628.254
Europe (EI),,1996,24202.84
Europe (EI),,1997,24131.861
Europe (EI),,1998,24332.033
Europe (EI),,1999,24188.729
Europe (EI),,2000,24472.893
Europe (EI),,2001,24741.197
Europe (EI),,2002,24633.607
Europe (EI),,2003,25073.809
Europe (EI),,2004,25456.066
Europe (EI),,2005,25578.92
Europe (EI),,2006,25798.85
Europe (EI),,2007,25575.303
Europe (EI),,2008,25453.5
Europe (EI),,2009,23954.723
Europe (EI),,2010,24884.04
Europe (EI),,2011,24309.418
Europe (EI),,2012,24261.098
Europe (EI),,2013,24031.004
Europe (EI),,2014,23133.395
Europe (EI),,2015,23361.488
Europe (EI),,2016,23667.6
Europe (EI),,2017,23935.176
Europe (EI),,2018,23946.395
Europe (EI),,2019,23591.434
Europe (EI),,2020,22010.979
Europe (EI),,2021,23049.785
Europe (EI),,2022,22169.146
Europe (EIA),,1980,22087.977
Europe (EIA),,1981,21402.725
Europe (EIA),,1982,21286.607
Europe (EIA),,1983,21399.498
Europe (EIA),,1984,21723.99
Europe (EIA),,1985,22446.018
Europe (EIA),,1986,22945.17
Europe (EIA),,1987,23375.79
Europe (EIA),,1988,23582.318
Europe (EIA),,1989,23615.695
Europe (EIA),,1990,23404.654
Europe (EIA),,1991,22882.56
Europe (EIA),,1992,22638.035
Europe (EIA),,1993,22563.352
Europe (EIA),,1994,22552.998
Europe (EIA),,1995,23219.938
Europe (EIA),,1996,23931.344
Europe (EIA),,1997,23846.365
Europe (EIA),,1998,24020.84
Europe (EIA),,1999,23846.188
Europe (EIA),,2000,24183.178
Europe (EIA),,2001,24600.852
Europe (EIA),,2002,24556.652
Europe (EIA),,2003,24937.885
Europe (EIA),,2004,25393.588
Europe (EIA),,2005,25491.922
Europe (EIA),,2006,25610.15
Europe (EIA),,2007,25438.113
Europe (EIA),,2008,25413.914
Europe (EIA),,2009,24046.123
Europe (EIA),,2010,24957.225
Europe (EIA),,2011,24246.725
Europe (EIA),,2012,24158.773
Europe (EIA),,2013,24059.32
Europe (EIA),,2014,23378.016
Europe (EIA),,2015,23742.71
Europe (EIA),,2016,23957.217
Europe (EIA),,2017,24455.934
Europe (EIA),,2018,24327.37
Europe (EIA),,2019,23911.338
Europe (EIA),,2020,22115.336
Europe (EIA),,2021,23124.844
European Union (27),,1965,9416.578
European Union (27),,1966,9739.819
European Union (27),,1967,10078.875
European Union (27),,1968,10797.148
European Union (27),,1969,11691.888
European Union (27),,1970,12550.573
European Union (27),,1971,12950.332
European Union (27),,1972,13653.989
European Union (27),,1973,14432.193
European Union (27),,1974,14290.354
European Union (27),,1975,14216.14
European Union (27),,1976,15108.707
European Union (27),,1977,15335.977
European Union (27),,1978,15963.916
European Union (27),,1979,16544.145
European Union (27),,1980,16264.594
European Union (27),,1981,15797.545
European Union (27),,1982,15425.131
European Union (27),,1983,15495.763
European Union (27),,1984,15967.006
European Union (27),,1985,16784.227
European Union (27),,1986,17026.455
European Union (27),,1987,17380.447
European Union (27),,1988,17526.318
European Union (27),,1989,17572.498
European Union (27),,1990,17491.889
European Union (27),,1991,17413.068
European Union (27),,1992,17080.994
European Union (27),,1993,16949.666
European Union (27),,1994,16887.777
European Union (27),,1995,17304.79
European Union (27),,1996,17834.232
European Union (27),,1997,17765.148
European Union (27),,1998,17947.705
European Union (27),,1999,17864.729
European Union (27),,2000,17999.213
European Union (27),,2001,18359.332
European Union (27),,2002,18234.55
European Union (27),,2003,18592.533
European Union (27),,2004,18855.041
European Union (27),,2005,18859.912
European Union (27),,2006,19005.602
European Union (27),,2007,18772.49
European Union (27),,2008,18700.95
European Union (27),,2009,17586.406
European Union (27),,2010,18301.264
European Union (27),,2011,17754.152
European Union (27),,2012,17574.287
European Union (27),,2013,17432.604
European Union (27),,2014,16829.645
European Union (27),,2015,17053.014
European Union (27),,2016,17239.434
European Union (27),,2017,17485.004
European Union (27),,2018,17467.557
European Union (27),,2019,17182.83
European Union (27),,2020,15902.628
European Union (27),,2021,16744.443
European Union (27),,2022,16161.107
Falkland Islands,FLK,1980,0.05185504
Falkland Islands,FLK,1981,0.05171336
Falkland Islands,FLK,1982,0.05171336
Falkland Islands,FLK,1983,0.05171336
Falkland Islands,FLK,1984,0.05185504
Falkland Islands,FLK,1985,0.0646417
Falkland Islands,FLK,1986,0.050006818
Falkland Islands,FLK,1987,0.050006818
Falkland Islands,FLK,1988,0.087021574
Falkland Islands,FLK,1989,0.12462115
Falkland Islands,FLK,1990,0.062310576
Falkland Islands,FLK,1991,0.062310576
Falkland Islands,FLK,1992,0.062481288
Falkland Islands,FLK,1993,0.062310576
Falkland Islands,FLK,1994,0.062310576
Falkland Islands,FLK,1995,0.12462115
Falkland Islands,FLK,1996,0.075326204
Falkland Islands,FLK,1997,0.13746129
Falkland Islands,FLK,1998,0.07515071
Falkland Islands,FLK,1999,0.075155616
Falkland Islands,FLK,2000,0.11572172
Falkland Islands,FLK,2001,0.12846471
Falkland Islands,FLK,2002,0.14130038
Falkland Islands,FLK,2003,0.15418118
Falkland Islands,FLK,2004,0.16701825
Falkland Islands,FLK,2005,0.167017
Falkland Islands,FLK,2006,0.19273679
Falkland Islands,FLK,2007,0.1927337
Falkland Islands,FLK,2008,0.19764054
Falkland Islands,FLK,2009,0.19758543
Falkland Islands,FLK,2010,0.18957193
Falkland Islands,FLK,2011,0.18727766
Falkland Islands,FLK,2012,0.19355738
Falkland Islands,FLK,2013,0.19360867
Falkland Islands,FLK,2014,0.19354507
Falkland Islands,FLK,2015,0.19889024
Falkland Islands,FLK,2016,0.20819582
Falkland Islands,FLK,2017,0.20015317
Falkland Islands,FLK,2018,0.20730382
Falkland Islands,FLK,2019,0.20691307
Falkland Islands,FLK,2020,0.1767433
Falkland Islands,FLK,2021,0.1870031
Faroe Islands,FRO,1980,0.14917675
Faroe Islands,FRO,1981,0.15011017
Faroe Islands,FRO,1982,0.15012455
Faroe Islands,FRO,1983,0.15107255
Faroe Islands,FRO,1984,0.14992344
Faroe Islands,FRO,1985,2.3365648
Faroe Islands,FRO,1986,2.2313569
Faroe Islands,FRO,1987,2.3104243
Faroe Islands,FRO,1988,2.430548
Faroe Islands,FRO,1989,2.6680903
Faroe Islands,FRO,1990,2.9133492
Faroe Islands,FRO,1991,2.6887143
Faroe Islands,FRO,1992,2.7098436
Faroe Islands,FRO,1993,2.6464567
Faroe Islands,FRO,1994,2.715515
Faroe Islands,FRO,1995,2.9079008
Faroe Islands,FRO,1996,2.9069347
Faroe Islands,FRO,1997,2.9133408
Faroe Islands,FRO,1998,2.9173355
Faroe Islands,FRO,1999,2.8969169
Faroe Islands,FRO,2000,3.2114122
Faroe Islands,FRO,2001,3.5360024
Faroe Islands,FRO,2002,3.4614959
Faroe Islands,FRO,2003,3.4489763
Faroe Islands,FRO,2004,3.5427732
Faroe Islands,FRO,2005,3.4714801
Faroe Islands,FRO,2006,3.4384832
Faroe Islands,FRO,2007,3.5833201
Faroe Islands,FRO,2008,3.3153546
Faroe Islands,FRO,2009,3.0768533
Faroe Islands,FRO,2010,3.1942558
Faroe Islands,FRO,2011,3.0535889
Faroe Islands,FRO,2012,3.1182444
Faroe Islands,FRO,2013,3.3955
Faroe Islands,FRO,2014,3.1875265
Faroe Islands,FRO,2015,3.4103537
Faroe Islands,FRO,2016,3.3968182
Faroe Islands,FRO,2017,3.8224695
Faroe Islands,FRO,2018,3.9258292
Faroe Islands,FRO,2019,3.874633
Faroe Islands,FRO,2020,3.590405
Faroe Islands,FRO,2021,3.7546556
Fiji,FJI,1980,4.428926
Fiji,FJI,1981,4.5221562
Fiji,FJI,1982,4.4885564
Fiji,FJI,1983,3.8246176
Fiji,FJI,1984,4.273053
Fiji,FJI,1985,4.311237
Fiji,FJI,1986,5.1500773
Fiji,FJI,1987,4.4173665
Fiji,FJI,1988,4.3828664
Fiji,FJI,1989,4.994632
Fiji,FJI,1990,5.4282227
Fiji,FJI,1991,4.744142
Fiji,FJI,1992,4.903751
Fiji,FJI,1993,5.157806
Fiji,FJI,1994,5.3019147
Fiji,FJI,1995,5.70304
Fiji,FJI,1996,5.8414025
Fiji,FJI,1997,5.8233423
Fiji,FJI,1998,5.6529975
Fiji,FJI,1999,6.139447
Fiji,FJI,2000,7.7498546
Fiji,FJI,2001,8.055674
Fiji,FJI,2002,6.822742
Fiji,FJI,2003,7.4821954
Fiji,FJI,2004,9.909775
Fiji,FJI,2005,8.482526
Fiji,FJI,2006,9.294577
Fiji,FJI,2007,8.962431
Fiji,FJI,2008,7.075837
Fiji,FJI,2009,6.1325884
Fiji,FJI,2010,8.298196
Fiji,FJI,2011,6.4357924
Fiji,FJI,2012,6.4879756
Fiji,FJI,2013,6.8536205
Fiji,FJI,2014,7.2206216
Fiji,FJI,2015,7.5502286
Fiji,FJI,2016,7.4337616
Fiji,FJI,2017,8.07573
Fiji,FJI,2018,8.561964
Fiji,FJI,2019,8.649831
Fiji,FJI,2020,8.312041
Fiji,FJI,2021,8.527583
Finland,FIN,1965,115.4036
Finland,FIN,1966,131.36514
Finland,FIN,1967,138.25218
Finland,FIN,1968,150.03085
Finland,FIN,1969,164.92047
Finland,FIN,1970,181.70853
Finland,FIN,1971,186.58138
Finland,FIN,1972,196.71065
Finland,FIN,1973,216.77853
Finland,FIN,1974,207.93932
Finland,FIN,1975,211.25131
Finland,FIN,1976,224.03987
Finland,FIN,1977,236.94208
Finland,FIN,1978,245.92119
Finland,FIN,1979,265.84628
Finland,FIN,1980,264.66275
Finland,FIN,1981,267.23035
Finland,FIN,1982,263.89352
Finland,FIN,1983,261.3665
Finland,FIN,1984,272.34006
Finland,FIN,1985,285.74112
Finland,FIN,1986,289.02658
Finland,FIN,1987,304.29984
Finland,FIN,1988,302.30862
Finland,FIN,1989,303.61365
Finland,FIN,1990,323.24893
Finland,FIN,1991,330.75787
Finland,FIN,1992,329.67514
Finland,FIN,1993,332.5108
Finland,FIN,1994,349.05576
Finland,FIN,1995,332.7274
Finland,FIN,1996,347.4788
Finland,FIN,1997,352.3808
Finland,FIN,1998,364.24442
Finland,FIN,1999,357.1492
Finland,FIN,2000,359.1098
Finland,FIN,2001,366.89365
Finland,FIN,2002,368.7681
Finland,FIN,2003,394.92767
Finland,FIN,2004,393.25397
Finland,FIN,2005,357.54764
Finland,FIN,2006,383.51224
Finland,FIN,2007,382.1924
Finland,FIN,2008,368.49554
Finland,FIN,2009,341.28772
Finland,FIN,2010,371.2906
Finland,FIN,2011,349.9229
Finland,FIN,2012,340.45874
Finland,FIN,2013,341.8005
Finland,FIN,2014,329.82288
Finland,FIN,2015,328.8933
Finland,FIN,2016,334.08334
Finland,FIN,2017,327.2159
Finland,FIN,2018,333.84097
Finland,FIN,2019,326.98233
Finland,FIN,2020,313.17126
Finland,FIN,2021,319.78995
Finland,FIN,2022,326.71646
France,FRA,1965,1309.656
France,FRA,1966,1341.3168
France,FRA,1967,1427.175
France,FRA,1968,1506.5579
France,FRA,1969,1660.2913
France,FRA,1970,1803.2169
France,FRA,1971,1874.7921
France,FRA,1972,2004.0905
France,FRA,1973,2175.9456
France,FRA,1974,2137
France,FRA,1975,2013.2244
France,FRA,1976,2142.9983
France,FRA,1977,2171.5107
France,FRA,1978,2268.6917
France,FRA,1979,2335.6416
France,FRA,1980,2307.1807
France,FRA,1981,2284.854
France,FRA,1982,2200.5276
France,FRA,1983,2255.271
France,FRA,1984,2331.2126
France,FRA,1985,2406.5356
France,FRA,1986,2466.3787
France,FRA,1987,2511.9702
France,FRA,1988,2545.5212
France,FRA,1989,2577.915
France,FRA,1990,2657.8533
France,FRA,1991,2825.1626
France,FRA,1992,2848.8396
France,FRA,1993,2849.369
France,FRA,1994,2814.1702
France,FRA,1995,2880.9744
France,FRA,1996,2988.0015
France,FRA,1997,2947.409
France,FRA,1998,3014.9285
France,FRA,1999,3068.208
France,FRA,2000,3107.3093
France,FRA,2001,3145.4202
France,FRA,2002,3113.1091
France,FRA,2003,3145.1638
France,FRA,2004,3170.9683
France,FRA,2005,3152.4006
France,FRA,2006,3127.1309
France,FRA,2007,3072.3518
France,FRA,2008,3081.9138
France,FRA,2009,2909.9734
France,FRA,2010,2997.7344
France,FRA,2011,2882.3123
France,FRA,2012,2881.1746
France,FRA,2013,2908.428
France,FRA,2014,2785.743
France,FRA,2015,2803.133
France,FRA,2016,2754.993
France,FRA,2017,2734.68
France,FRA,2018,2785.4277
France,FRA,2019,2725.8347
France,FRA,2020,2454.3303
France,FRA,2021,2611.2305
France,FRA,2022,2329.9058
French Guiana,GUF,1980,1.5149702
French Guiana,GUF,1981,1.3295312
French Guiana,GUF,1982,1.6316974
French Guiana,GUF,1983,1.6921306
French Guiana,GUF,1984,1.3331738
French Guiana,GUF,1985,1.3295312
French Guiana,GUF,1986,1.5578903
French Guiana,GUF,1987,1.7793993
French Guiana,GUF,1988,2.0447025
